,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDJPY,PUT_USDJPY,Returns,Forecast_Returns,hvol21,Forecast_Volatility,Basic_PL,Total_Basic_PL,Vol_PL,Total_Vol_PL,Forecast_Vol_PL,Total_Forecast_Vol_PL
22,22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-11-14,14.11.2006,97741,CME,0,97,233573,93099,61520,12460,34043,5948,558,30093,106764,14647,9682,2016,0,194582,203913,38991,29660,4510.0,385.0,3548.0,3630.0,-1083.0,84.0,-21.0,-504.0,-2461.0,-524.0,880.0,415.0,0.0,2763.0,4671.0,1747.0,-161.0,100,39.9,26.3,5.3,14.6,2.5,0.2,12.9,45.7,6.3,4.1,0.9,0.0,83.3,87.3,16.7,12.7,121,16.0,14.0,6.0,7.0,5.0,,23.0,38.0,7.0,16.0,,0.0,68.0,69.0,34.4,32.0,51.1,48.5,34.2,29.9,48.0,44.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.560227098358,LONG,0.204237512854,SHORT,0.702533069941,LONG,2006-11-20,581.86,-7439.34,-0.011348364555,0.00845715358042,0.118331518001,0.0448974506466,-7439.34,-172.6,-7439.34,10.75,-7439.34,3111.41
23,23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-11-21,21.11.2006,97741,CME,0,97,258327,109436,61116,16227,33239,6101,554,38258,126638,14669,8947,1367,0,221330,226672,36997,31655,24754.0,16337.0,-404.0,3767.0,-804.0,153.0,-4.0,8165.0,19874.0,22.0,-735.0,-649.0,0.0,26748.0,22759.0,-1994.0,1995.0,100,42.4,23.7,6.3,12.9,2.4,0.2,14.8,49.0,5.7,3.5,0.5,0.0,85.7,87.7,14.3,12.3,118,17.0,11.0,5.0,7.0,5.0,,26.0,36.0,7.0,15.0,,0.0,68.0,65.0,33.6,33.3,49.2,50.7,30.9,32.5,45.0,47.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.535974189792,LONG,0.283315352502,SHORT,0.689832231825,LONG,2006-11-27,897.81,1118.12,-0.012700838116,0.00101422541731,0.136958490164,0.0442847993914,1118.12,945.52,1118.12,1128.87,1118.12,4229.53
24,24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-11-28,28.11.2006,97741,CME,0,97,252107,91049,83265,24283,31382,5467,554,38807,92165,15282,8079,1921,0,209436,222937,42671,29170,-6220.0,-18387.0,22149.0,8056.0,-1857.0,-634.0,0.0,549.0,-34473.0,613.0,-868.0,554.0,0.0,-11894.0,-3735.0,5674.0,-2485.0,100,36.1,33.0,9.6,12.4,2.2,0.2,15.4,36.6,6.1,3.2,0.8,0.0,83.1,88.4,16.9,11.6,120,15.0,15.0,8.0,7.0,5.0,,28.0,35.0,13.0,12.0,,0.0,73.0,71.0,33.7,34.8,49.1,53.2,30.1,34.0,43.6,46.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.407400054974,LONG,0.0446550477873,SHORT,0.703275529865,LONG,2006-12-04,-4828.39,1282.74,0.01344329804,-0.0134194031822,0.0910242779774,0.0441870622823,1282.74,2228.26,1282.74,2411.61,1282.74,5512.27
25,25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-12-05,05.12.2006,97741,CME,0,97,268136,86758,94179,41345,28802,4931,659,35765,79579,15934,9773,2203,77,219113,238907,49023,29229,16029.0,-4291.0,10914.0,17062.0,-2580.0,-536.0,105.0,-3042.0,-12586.0,652.0,1694.0,282.0,77.0,9677.0,15970.0,6352.0,59.0,100,32.4,35.1,15.4,10.7,1.8,0.2,13.3,29.7,5.9,3.6,0.8,0.0,81.7,89.1,18.3,10.9,113,13.0,15.0,9.0,7.0,4.0,,26.0,32.0,12.0,14.0,,,75.0,63.0,36.2,39.4,50.5,60.1,27.5,35.0,38.2,47.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.379855042308,LONG,-0.0410142756871,LONG,0.707645332464,LONG,2006-12-11,414.48,1419.06,0.004369802599,0.00506717461257,0.0912322618558,0.0436223699425,1419.06,3647.32,1419.06,3830.67,1419.06,6931.33
26,26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-12-12,12.12.2006,97741,CME,0,97,276919,99093,92994,46519,27850,4676,672,46294,100481,1614,9529,819,18,231589,247793,45330,29126,8783.0,12335.0,-1185.0,5174.0,-952.0,-255.0,13.0,10529.0,20902.0,-14320.0,-244.0,-1384.0,-59.0,12476.0,8886.0,-3693.0,-103.0,100,35.8,33.6,16.8,10.1,1.7,0.2,16.7,36.3,0.6,3.4,0.3,0.0,83.6,89.5,16.4,10.5,112,13.0,15.0,15.0,6.0,4.0,,23.0,33.0,8.0,16.0,,,78.0,62.0,40.2,35.9,53.8,58.8,31.8,31.0,45.5,49.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.369184125362,LONG,0.0317512377204,SHORT,0.712476172908,LONG,2006-12-18,780.96,933.18,0.004830840444,6.22698720784e-05,0.0789661739691,0.0432196194803,933.18,4580.5,933.18,4763.85,933.18,7864.51
27,27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-12-19,19.12.2006,97741,CME,0,97,239042,148783,52102,1413,27899,10592,583,14149,137632,985,7326,2552,12,201150,205871,37892,33171,-37877.0,49690.0,-40892.0,-45106.0,49.0,5916.0,-89.0,-32145.0,37151.0,-629.0,-2203.0,1733.0,-6.0,-30439.0,-41922.0,-7438.0,4045.0,100,62.2,21.8,0.6,11.7,4.4,0.2,5.9,57.6,0.4,3.1,1.1,0.0,84.1,86.1,15.9,13.9,107,17.0,8.0,6.0,7.0,5.0,,17.0,37.0,4.0,12.0,4.0,,62.0,58.0,50.4,40.8,64.7,56.9,50.1,40.8,64.4,56.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.81356032705,LONG,0.481275356547,SHORT,0.449637577616,LONG,2006-12-25,732.98,851.86,-0.262838595292,0.140810373428,0.975356944917,0.126436305868,851.86,5432.36,0.0,4763.85,0.0,7864.51
28,28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-12-26,26.12.2006,97741,CME,0,97,262764,161704,54728,2026,28953,10169,555,20693,155930,1157,7206,3041,22,222316,227628,40448,35136,23722.0,12921.0,2626.0,613.0,1054.0,-423.0,-28.0,6544.0,18298.0,172.0,-120.0,489.0,10.0,21166.0,21757.0,2556.0,1965.0,100,61.5,20.8,0.8,11.0,3.9,0.2,7.9,59.3,0.4,2.7,1.2,0.0,84.6,86.6,15.4,13.4,112,15.0,8.0,5.0,7.0,4.0,,20.0,41.0,,12.0,5.0,,60.0,63.0,50.2,36.9,64.8,53.7,49.8,36.9,64.3,53.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.765681706233,LONG,0.494270717824,SHORT,0.480139052196,LONG,2007-01-01,629.43,787.94,0.03050147458,-0.153676944394,0.999281446009,0.111384902679,787.94,6220.3,0.0,4763.85,0.0,7864.51
29,29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-01-03,03.01.2007,97741,CME,0,97,280541,176309,55948,2459,29681,11375,804,20368,166215,1257,7994,3994,0,238872,242052,41669,38489,17777.0,14605.0,1220.0,433.0,728.0,1206.0,249.0,-325.0,10285.0,100.0,788.0,953.0,-22.0,16556.0,14424.0,1221.0,3353.0,100,62.8,19.9,0.9,10.6,4.1,0.3,7.3,59.2,0.4,2.8,1.4,0.0,85.1,86.3,14.9,13.7,122,16.0,12.0,6.0,8.0,5.0,,18.0,45.0,4.0,12.0,6.0,0.0,59.0,76.0,50.5,35.5,63.9,49.2,50.1,35.5,63.5,48.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.781673571547,LONG,0.518223347413,SHORT,0.445878799688,LONG,2007-01-08,-5763.92,1075.17,-0.034260252508,0.0342992603581,0.96819751095,0.0988233479521,1075.17,7295.47,0.0,4763.85,0.0,7864.51
30,30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-01-09,09.01.2007,97741,CME,0,97,287999,183627,55251,2977,30960,11777,890,11244,170384,1985,8013,3770,0,239696,247034,48303,40965,7458.0,7318.0,-697.0,518.0,1279.0,402.0,86.0,-9124.0,4169.0,728.0,19.0,-224.0,0.0,824.0,4982.0,6634.0,2476.0,100,63.8,19.2,1.0,10.8,4.1,0.3,3.9,59.2,0.7,2.8,1.3,0.0,83.2,85.8,16.8,14.2,119,18.0,11.0,7.0,8.0,5.0,,13.0,46.0,5.0,13.0,5.0,0.0,59.0,75.0,51.4,34.9,64.8,49.3,50.9,34.9,64.2,49.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.87618649107,LONG,0.537412402984,SHORT,0.448861642137,LONG,2007-01-15,-1847.16,1123.87,0.002982842449,-0.0192455123217,0.96589279198,0.0873287983645,1123.87,8419.34,0.0,4763.85,0.0,7864.51
31,31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-01-16,16.01.2007,97741,CME,0,97,308740,207270,55133,2346,32400,13639,579,12730,187432,1927,6916,4931,0,264168,265987,44572,42753,20741.0,23643.0,-118.0,-631.0,1440.0,1862.0,-311.0,1486.0,17048.0,-58.0,-1097.0,1161.0,0.0,24472.0,18953.0,-3731.0,1788.0,100,67.1,17.9,0.8,10.5,4.4,0.2,4.1,60.7,0.6,2.2,1.6,0.0,85.6,86.2,14.4,13.8,121,21.0,8.0,5.0,8.0,6.0,,15.0,46.0,,11.0,6.0,0.0,59.0,72.0,55.5,34.6,67.9,50.9,55.1,34.6,67.5,50.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.872803029546,LONG,0.579783767716,SHORT,0.407502334977,LONG,2007-01-22,726.17,779.87,-0.04135930716,0.0235805353762,0.242037869494,0.0797936026908,779.87,9199.21,779.87,5543.72,0.0,7864.51
32,32,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-01-23,23.01.2007,97741,CME,0,97,344998,219404,53554,6890,29348,15219,531,14922,200690,21725,7580,5861,0,300400,304470,44598,40528,36258.0,12134.0,-1579.0,4544.0,-3052.0,1580.0,-48.0,2192.0,13258.0,19798.0,664.0,930.0,0.0,36232.0,38483.0,26.0,-2225.0,100,63.6,15.5,2.0,8.5,4.4,0.2,4.3,58.2,6.3,2.2,1.7,0.0,87.1,88.3,12.9,11.7,131,22.0,9.0,6.0,6.0,6.0,,15.0,52.0,4.0,13.0,7.0,0.0,62.0,81.0,54.6,32.3,67.8,50.2,52.3,32.2,62.6,46.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.86158469844,LONG,0.607602634838,SHORT,0.317028294478,LONG,2007-01-29,868.19,44.17,-0.090474040499,0.0260857788127,0.277026707258,0.0821277980535,44.17,9243.38,44.17,5587.89,0.0,7864.51
33,33,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-01-30,30.01.2007,97741,CME,0,97,344070,217372,62887,6285,30524,15312,531,16803,192246,21644,6781,6268,0,299940,305173,44130,38897,-928.0,-2032.0,9333.0,-605.0,1176.0,93.0,0.0,1881.0,-8444.0,-81.0,-799.0,407.0,0.0,-460.0,703.0,-468.0,-1631.0,100,63.2,18.3,1.8,8.9,4.5,0.2,4.9,55.9,6.3,2.0,1.8,0.0,87.2,88.7,12.8,11.3,129,18.0,11.0,5.0,6.0,6.0,,20.0,48.0,,12.0,7.0,0.0,60.0,79.0,55.7,32.8,68.6,50.7,53.2,32.7,63.5,47.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.839243430966,LONG,0.551222262265,SHORT,0.331878872502,LONG,2007-02-05,-3383.15,1055.28,0.014850578024,-0.0549831336414,0.345245054961,0.0739501142835,1055.28,10298.66,0.0,5587.89,0.0,7864.51
34,34,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-02-06,06.02.2007,97741,CME,0,97,314920,191810,74181,6819,29992,15944,587,15107,151754,21813,6950,7630,0,273078,278728,41842,36192,-29150.0,-25562.0,11294.0,534.0,-532.0,632.0,56.0,-1696.0,-40492.0,169.0,169.0,1362.0,0.0,-26862.0,-26445.0,-2288.0,-2705.0,100,60.9,23.6,2.2,9.5,5.1,0.2,4.8,48.2,6.9,2.2,2.4,0.0,86.7,88.5,13.3,11.5,128,20.0,9.0,5.0,7.0,8.0,,17.0,49.0,5.0,11.0,6.0,0.0,62.0,79.0,54.0,37.1,66.2,50.7,50.5,35.2,60.2,46.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.818927130965,LONG,0.442229248358,SHORT,0.305816788575,LONG,2007-02-12,1166.92,-6423.29,-0.026062083927,0.0217803152162,0.313785409488,0.0677208645743,-6423.29,3875.37,0.0,5587.89,0.0,7864.51
35,35,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-02-13,13.02.2007,97741,CME,0,97,361809,227940,80619,6808,30319,17075,558,20488,188858,21465,7040,7118,0,314618,322501,47191,39308,46889.0,36130.0,6438.0,-11.0,327.0,1131.0,-29.0,5381.0,37104.0,-348.0,90.0,-512.0,0.0,41540.0,43773.0,5349.0,3116.0,100,63.0,22.3,1.9,8.4,4.7,0.2,5.7,52.2,5.9,1.9,2.0,0.0,87.0,89.1,13.0,10.9,133,19.0,12.0,6.0,7.0,9.0,,17.0,50.0,7.0,11.0,6.0,0.0,63.0,86.0,56.0,33.6,67.0,51.2,52.9,33.3,61.8,47.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.80426662081,LONG,0.477448397227,SHORT,0.279444655442,LONG,2007-02-19,-327.31,1168.01,-0.026372133133,0.000467031921895,0.313803702269,0.0627881414733,1168.01,5043.38,0.0,5587.89,1168.01,9032.52
36,36,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-02-20,20.02.2007,97741,CME,0,97,332216,187329,97661,16202,30061,16509,502,18359,138408,22040,8018,4753,6,282517,296081,49699,36135,-29593.0,-40611.0,17042.0,9394.0,-258.0,-566.0,-56.0,-2129.0,-50450.0,575.0,978.0,-2365.0,6.0,-32101.0,-26420.0,2508.0,-3173.0,100,56.4,29.4,4.9,9.0,5.0,0.2,5.5,41.7,6.6,2.4,1.4,0.0,85.0,89.1,15.0,10.9,124,20.0,11.0,9.0,6.0,8.0,,19.0,42.0,10.0,13.0,4.0,,68.0,78.0,52.2,37.4,64.5,49.4,50.7,34.1,57.7,44.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.765779787838,LONG,0.314635601249,SHORT,0.291002791497,LONG,2007-02-26,815.29,-29828.2,0.011558136055,-0.0196062265237,0.16441314343,0.0582478946272,-29828.2,-24784.82,-29828.2,-24240.31,-29828.2,-20795.68
37,37,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-02-27,27.02.2007,97741,CME,0,97,328295,180648,94428,16406,32391,17565,509,18325,132380,22753,7534,6459,6,278572,290506,49723,37789,-3921.0,-6681.0,-3233.0,204.0,2330.0,1056.0,7.0,-34.0,-6028.0,713.0,-484.0,1706.0,0.0,-3945.0,-5575.0,24.0,1654.0,100,55.0,28.8,5.0,9.9,5.4,0.2,5.6,40.3,6.9,2.3,2.0,0.0,84.9,88.5,15.1,11.5,128,19.0,13.0,7.0,7.0,8.0,,20.0,43.0,10.0,13.0,5.0,,70.0,78.0,51.1,35.0,63.9,47.4,48.6,31.8,56.6,43.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.756809661259,LONG,0.31344064913,SHORT,0.296781167427,LONG,2007-03-05,-5226.76,1376.09,0.00577837593,0.00333821410633,0.146235490342,0.0544340031473,1376.09,-23408.73,1376.09,-22864.22,1376.09,-19419.59
38,38,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-03-06,06.03.2007,97741,CME,0,97,278491,140588,106407,24444,27687,13955,557,15465,66715,24855,4416,7967,31,238043,244931,40448,33560,-49804.0,-40060.0,11979.0,8038.0,-4704.0,-3610.0,48.0,-2860.0,-65665.0,2102.0,-3118.0,1508.0,25.0,-40529.0,-45575.0,-9275.0,-4229.0,100,50.5,38.2,8.8,9.9,5.0,0.2,5.6,24.0,8.9,1.6,2.9,0.0,85.5,87.9,14.5,12.1,116,16.0,18.0,11.0,7.0,4.0,,20.0,34.0,10.0,8.0,9.0,,65.0,76.0,48.6,38.5,63.0,53.5,45.0,32.2,53.5,42.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.623631053784,LONG,0.138387416749,SHORT,0.329763219826,LONG,2007-03-12,1222.4,1451.12,0.032982052399,-0.0139755812537,0.176974787693,0.0538214313126,1451.12,-21957.61,1451.12,-21413.1,1451.12,-17968.47
39,39,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-03-13,13.03.2007,97741,CME,0,97,281602,126437,113637,36916,28627,14569,588,26176,61711,4387,5708,7648,390,229229,239846,52373,41756,3111.0,-14151.0,7230.0,12472.0,940.0,614.0,31.0,10711.0,-5004.0,-20468.0,1292.0,-319.0,359.0,-8814.0,-5085.0,11925.0,8196.0,100,44.9,40.4,13.1,10.2,5.2,0.2,9.3,21.9,1.6,2.0,2.7,0.1,81.4,85.2,18.6,14.8,119,15.0,19.0,14.0,7.0,4.0,4.0,25.0,32.0,7.0,10.0,7.0,,72.0,74.0,41.0,35.8,54.4,50.8,40.7,31.1,48.4,43.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.404326009535,LONG,0.0533168939577,SHORT,0.32544680063,LONG,2007-03-19,1136.1,1451.59,-0.004316419196,0.0198831401891,0.11358940489,0.0508509770904,1451.59,-20506.02,1451.59,-19961.51,1451.59,-16516.88
40,40,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-03-20,20.03.2007,97741,CME,0,97,176550,65104,43396,14123,25400,14209,798,21950,69167,1877,5256,6236,6,134514,149812,42036,26738,-105052.0,-61333.0,-70241.0,-22793.0,-3227.0,-360.0,210.0,-4226.0,7456.0,-2510.0,-452.0,-1412.0,-384.0,-94715.0,-90034.0,-10337.0,-15018.0,100,36.9,24.6,8.0,14.4,8.0,0.5,12.4,39.2,1.1,3.0,3.5,0.0,76.2,84.9,23.8,15.1,104,14.0,12.0,8.0,7.0,5.0,4.0,20.0,31.0,,10.0,6.0,,58.0,62.0,32.0,35.2,48.9,51.7,32.0,32.8,44.0,46.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.518201872318,LONG,0.200073732719,SHORT,0.282536797193,LONG,2007-03-26,979.48,1222.12,-0.042910003437,0.0205629758168,0.22663165762,0.0519444949061,1222.12,-19283.9,1222.12,-18739.39,1222.12,-15294.76
41,41,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-03-27,27.03.2007,97741,CME,0,97,204073,97443,53527,14352,26533,14961,840,19310,80922,2359,5347,7957,6,166190,174924,37883,29149,27523.0,32339.0,10131.0,229.0,1133.0,752.0,42.0,-2640.0,11755.0,482.0,91.0,1721.0,0.0,31676.0,25112.0,-4153.0,2411.0,100,47.7,26.2,7.0,13.0,7.3,0.4,9.5,39.7,1.2,2.6,3.9,0.0,81.4,85.7,18.6,14.3,116,18.0,8.0,8.0,8.0,6.0,5.0,22.0,36.0,,10.0,8.0,,64.0,69.0,41.3,32.8,56.5,50.7,41.2,27.6,52.1,45.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.614693910129,LONG,0.290892230244,SHORT,0.278883694028,LONG,2007-04-02,-1063.49,1510.79,-0.003653103165,-0.020302606934,0.223465887079,0.0493954279317,1510.79,-17773.11,1510.79,-17228.6,1510.79,-13783.97
42,42,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-04-03,03.04.2007,97741,CME,0,97,221748,103357,55555,14809,26478,15178,784,25109,92494,2310,7181,3299,6,180034,184435,41714,37313,17675.0,5914.0,2028.0,457.0,-55.0,217.0,-56.0,5799.0,11572.0,-49.0,1834.0,-4658.0,0.0,13844.0,9511.0,3831.0,8164.0,100,46.6,25.1,6.7,11.9,6.8,0.4,11.3,41.7,1.0,3.2,1.5,0.0,81.2,83.2,18.8,16.8,112,16.0,11.0,8.0,6.0,6.0,4.0,21.0,36.0,,12.0,4.0,,63.0,65.0,39.5,34.3,55.5,52.3,39.3,29.3,51.6,47.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.572987083663,LONG,0.300807994362,SHORT,0.271269444978,LONG,2007-04-09,1053.97,1305.77,-0.00761424905,0.00238357996138,0.136557378225,0.0474947158892,1305.77,-16467.34,1305.77,-15922.83,1305.77,-12478.2
43,43,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-04-10,10.04.2007,97741,CME,0,97,230370,108678,54240,16458,26670,14895,912,24995,100865,2605,7012,3229,6,187336,193210,43034,37160,8622.0,5321.0,-1315.0,1649.0,192.0,-283.0,128.0,-114.0,8371.0,295.0,-169.0,-70.0,0.0,7302.0,8775.0,1320.0,-153.0,100,47.2,23.5,7.1,11.6,6.5,0.4,10.8,43.8,1.1,3.0,1.4,0.0,81.3,83.9,18.7,16.1,112,17.0,11.0,6.0,6.0,5.0,,24.0,33.0,,13.0,4.0,,64.0,61.0,41.1,32.6,55.2,51.3,40.3,27.7,51.2,45.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.602812648975,LONG,0.334143556881,SHORT,0.283291230603,LONG,2007-04-16,850.9,1120.26,0.012021785625,-0.0100031449369,0.167200193432,0.0464691426471,1120.26,-15347.08,1120.26,-14802.57,1120.26,-11357.94
44,44,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-04-17,17.04.2007,97741,CME,0,97,234796,109945,46024,23984,30752,14921,963,23259,107317,760,5186,3959,6,194855,197934,39941,36862,4426.0,1267.0,-8216.0,7526.0,4082.0,26.0,51.0,-1736.0,6452.0,-1845.0,-1826.0,730.0,0.0,7519.0,4724.0,-3093.0,-298.0,100,46.8,19.6,10.2,13.1,6.4,0.4,9.9,45.7,0.3,2.2,1.7,0.0,83.0,84.3,17.0,15.7,117,16.0,12.0,7.0,7.0,5.0,4.0,23.0,41.0,,9.0,5.0,,62.0,70.0,43.7,28.1,58.8,46.7,43.6,23.4,52.7,40.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.643747702487,LONG,0.409831440863,SHORT,0.346616162722,LONG,2007-04-23,1039.69,1352.41,0.063324932119,-0.0266259699149,0.235489740706,0.0543116067528,1352.41,-13994.67,1352.41,-13450.16,1352.41,-10005.53
45,45,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-04-24,24.04.2007,97741,CME,0,97,235531,114982,44181,24356,30150,16822,956,21726,111157,686,4090,4627,6,196952,202791,38579,32740,735.0,5037.0,-1843.0,372.0,-602.0,1901.0,-7.0,-1533.0,3840.0,-74.0,-1096.0,668.0,0.0,2097.0,4857.0,-1362.0,-4122.0,100,48.8,18.8,10.3,12.8,7.1,0.4,9.2,47.2,0.3,1.7,2.0,0.0,83.6,86.1,16.4,13.9,117,16.0,13.0,7.0,7.0,6.0,4.0,19.0,42.0,,7.0,7.0,,57.0,74.0,44.5,30.0,59.4,48.8,44.4,24.9,54.0,42.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.673005576334,LONG,0.444833284118,SHORT,0.28374350677,LONG,2007-04-30,986.61,1258.98,-0.062872655952,0.0665484143174,0.376076191533,0.0581819315144,1258.98,-12735.69,0.0,-13450.16,1258.98,-8746.55
46,46,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2007-05-01,01.05.2007,97741,CME,0,97,279868,153525,37291,26539,28853,17421,956,20664,154128,690,5914,8643,6,237147,245674,42721,34194,44337.0,38543.0,-6890.0,2183.0,-1297.0,599.0,0.0,-1062.0,42971.0,4.0,1824.0,4016.0,0.0,40195.0,42883.0,4142.0,1454.0,100,54.9,13.3,9.5,10.3,6.2,0.3,7.4,55.1,0.2,2.1,3.1,0.0,84.7,87.8,15.3,12.2,129,18.0,12.0,7.0,7.0,7.0,4.0,21.0,45.0,,9.0,10.0,,61.0,81.0,48.8,31.2,62.2,49.5,48.7,27.8,57.6,44.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.763558972951,LONG,0.609141791045,SHORT,0.247050179366,LONG,2007-05-07,788.1,1051.25,-0.036693327404,-0.0134378765112,0.401654707117,0.0564556356567,1051.25,-11684.44,0.0,-13450.16,1051.25,-7695.3
