,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
22,22,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-14,14.11.2006,232741,CME,0,232,105229,1211,86792,623,769,1848,280,69343,5828,0,2483,879,0,74709,96250,30520,8979,-18262.0,-202.0,-12534.0,324.0,208.0,22.0,271.0,-20750.0,-4114.0,-14.0,26.0,-1697.0,0.0,-20137.0,-17742.0,1875.0,-520.0,100,1.2,82.5,0.6,0.7,1.8,0.3,65.9,5.5,0.0,2.4,0.8,0.0,71.0,91.5,29.0,8.5,60,,14.0,,,,,34.0,,0.0,,,0.0,44.0,20.0,30.8,57.8,40.8,78.4,30.8,57.2,40.8,77.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.844940203004,SHORT,-0.97247821097,LONG,-0.412304165075,SHORT,2006-11-20,790.14,-2389.36,-0.000530901586,790.14,6547.65,-5.88196565339e-05,-0.972421010136,-0.972421010136,790.14,5165.82,0.0844596798717,0.130862854836,790.14,1443.93
23,23,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-21,21.11.2006,232741,CME,0,232,108253,1409,87307,427,1814,1840,280,72374,7084,0,1302,1289,0,77606,98227,30647,10026,3024.0,198.0,515.0,-196.0,1045.0,-8.0,0.0,3031.0,1256.0,0.0,-1181.0,410.0,0.0,2897.0,1977.0,127.0,1047.0,100,1.3,80.7,0.4,1.7,1.7,0.3,66.9,6.5,0.0,1.2,1.2,0.0,71.7,90.7,28.3,9.3,61,,14.0,,4.0,,,34.0,,0.0,,,0.0,45.0,20.0,26.9,60.2,38.9,78.8,26.9,59.9,38.9,78.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.82169196305,SHORT,-0.968235718472,LONG,-0.00711548987411,SHORT,2006-11-27,934.39,-5315.23,0.004242492498,934.39,7482.04,0.000391671360663,-0.968614948673,-0.968614948673,934.39,6100.21,0.0830411178088,0.0654075834766,0.0,1443.93
24,24,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-28,28.11.2006,232741,CME,0,232,123916,1559,100092,420,1833,1257,258,86929,9984,828,866,2000,0,92693,114839,31223,9077,15663.0,150.0,12785.0,-7.0,19.0,-583.0,-22.0,14555.0,2900.0,828.0,-436.0,711.0,0.0,15087.0,16612.0,576.0,-949.0,100,1.3,80.8,0.3,1.5,1.0,0.2,70.2,8.1,0.7,0.7,1.6,0.0,74.8,92.7,25.2,7.3,70,,16.0,,4.0,,,38.0,,,,,0.0,48.0,28.0,29.7,58.6,41.7,77.6,29.7,58.3,41.7,77.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.793959530713,SHORT,-0.969326420793,LONG,0.18640776699,LONG,2006-12-04,1018.36,909.15,-0.001090702321,1018.36,8500.4,-0.000111651079647,-0.969218194452,-0.969218194452,1018.36,7118.57,0.0818658785537,0.0576817097695,0.0,1443.93
25,25,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-05,05.12.2006,232741,CME,0,232,129455,1147,105865,1192,1590,1857,309,87404,8240,684,3438,4050,0,95764,122197,33691,7258,5539.0,-412.0,5773.0,772.0,-243.0,600.0,51.0,475.0,-1744.0,-144.0,2572.0,2050.0,0.0,3071.0,7358.0,2468.0,-1819.0,100,0.9,81.8,0.9,1.2,1.4,0.2,67.5,6.4,0.5,2.7,3.1,0.0,74.0,94.4,26.0,5.6,73,,17.0,,,,,39.0,,,,4.0,0.0,50.0,28.0,28.3,58.3,37.8,77.5,28.3,58.3,37.8,76.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.82769436661,SHORT,-0.978563151796,LONG,-0.0774586597041,SHORT,2006-12-11,1154.56,1050.67,-0.009236731003,1154.56,9654.96,-0.000880435865166,-0.977701589701,-0.977701589701,1154.56,8273.13,0.0809926787283,0.0848201567166,1154.56,2598.49
26,26,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-12,12.12.2006,232741,CME,0,232,170902,4883,108342,36658,1290,1482,309,91279,8630,1389,979,3792,573,137360,161175,33542,9727,41447.0,3736.0,2477.0,35466.0,-300.0,-375.0,0.0,3875.0,390.0,705.0,-2459.0,-258.0,573.0,41596.0,38978.0,-149.0,2469.0,100,2.9,63.4,21.4,0.8,0.9,0.2,53.4,5.0,0.8,0.6,2.2,0.3,80.4,94.3,19.6,5.7,71,,14.0,7.0,,,,40.0,,,,4.0,,54.0,29.0,32.4,59.1,43.8,78.1,20.2,45.4,28.8,60.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.82724279094,SHORT,-0.91374696401,LONG,-0.0692640692641,SHORT,2006-12-18,1284.88,1181.4,0.064816187786,1284.88,10939.84,0.00610833860528,-0.919328439866,-0.919328439866,1284.88,9558.01,0.0844498417883,0.233203661385,1284.88,3883.37
27,27,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-19,19.12.2006,232741,CME,0,232,129934,863,115843,599,2112,4401,303,94063,500,138,1480,2460,0,99558,124244,30376,5690,-40968.0,-4020.0,7501.0,-36059.0,822.0,2919.0,-6.0,2784.0,-8130.0,-1251.0,501.0,-1332.0,-573.0,-37802.0,-36931.0,-3166.0,-4037.0,100,0.7,89.2,0.5,1.6,3.4,0.2,72.4,0.4,0.1,1.1,1.9,0.0,76.6,95.6,23.4,4.4,60,,12.0,,,,,36.0,,,,,0.0,42.0,21.0,31.6,65.3,44.0,81.6,31.6,65.3,44.0,81.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.989425039392,SHORT,-0.985210700392,LONG,-0.351450944265,SHORT,2006-12-25,729.64,114.73,-0.071463736382,729.64,11669.48,-0.0067531349252,-0.978557439603,-0.978557439603,729.64,10287.65,0.0879176086728,0.256910373759,729.64,4613.01
28,28,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-26,26.12.2006,232741,CME,0,232,128732,1322,114725,420,2756,4401,288,91962,1011,0,2743,1693,0,99491,122538,29241,6194,-1202.0,459.0,-1118.0,-179.0,644.0,0.0,-15.0,-2101.0,511.0,-138.0,1263.0,-767.0,0.0,-67.0,-1706.0,-1135.0,504.0,100,1.0,89.1,0.3,2.1,3.4,0.2,71.4,0.8,0.0,2.1,1.3,0.0,77.3,95.2,22.7,4.8,64,,12.0,,,,,37.0,,0.0,,,0.0,46.0,20.0,30.2,65.3,43.1,81.9,30.2,65.3,43.1,81.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.978251750508,SHORT,-0.977216127948,LONG,-0.229844907084,SHORT,2007-01-01,-3145.53,701.48,0.007994572444,-3145.53,8523.95,0.000745775438753,-0.977944911735,-0.977944911735,-3145.53,7142.12,0.085917768935,0.249307971078,-3145.53,1467.48
29,29,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-03,03.01.2007,232741,CME,0,232,132225,1804,115699,477,4431,4401,0,93560,1038,0,2196,2636,0,102468,124251,29757,7974,3493.0,482.0,974.0,57.0,1675.0,0.0,-288.0,1598.0,27.0,0.0,-547.0,943.0,0.0,2977.0,1713.0,516.0,1780.0,100,1.4,87.5,0.4,3.4,3.3,0.0,70.8,0.8,0.0,1.7,2.0,0.0,77.5,94.0,22.5,6.0,71,,14.0,,5.0,,0.0,37.0,,0.0,4.0,,0.0,50.0,22.0,31.6,64.2,43.2,79.7,31.6,64.2,43.2,79.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.978054504324,SHORT,-0.969294400994,LONG,0.00339673913043,LONG,2007-01-08,920.08,827.18,0.007921726954,920.08,9444.03,0.000738900615868,-0.970010613224,-0.970010613224,920.08,8062.2,0.0842780836609,0.250659156362,920.08,2387.56
30,30,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-09,09.01.2007,232741,CME,0,232,116268,20081,92411,1923,4722,4405,0,59948,4693,771,2147,3072,0,89592,107275,26676,8993,-15957.0,18277.0,-23288.0,1446.0,291.0,4.0,0.0,-33612.0,3655.0,771.0,-49.0,436.0,0.0,-12876.0,-16976.0,-3081.0,1019.0,100,17.3,79.5,1.7,4.1,3.8,0.0,51.6,4.0,0.7,1.8,2.6,0.0,77.1,92.3,22.9,7.7,66,8.0,10.0,4.0,5.0,,0.0,31.0,4.0,,,,0.0,49.0,23.0,25.8,66.4,38.5,78.5,25.8,66.4,38.4,77.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.854798038397,SHORT,-0.642979056288,LONG,0.0347321135094,LONG,2007-01-15,951.5,859.17,0.326315344706,951.5,10395.53,0.0307874283942,-0.662774727942,-0.662774727942,951.5,9013.7,0.156495119175,0.52274725509,951.5,3339.06
31,31,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-16,16.01.2007,232741,CME,0,232,121645,13766,100492,1002,4934,5317,0,70505,1426,32,796,2408,0,91035,110677,30610,10968,5377.0,-6315.0,8081.0,-921.0,212.0,912.0,0.0,10557.0,-3267.0,-739.0,-1351.0,-664.0,0.0,1443.0,3402.0,3934.0,1975.0,100,11.3,82.6,0.8,4.1,4.4,0.0,58.0,1.2,0.0,0.7,2.0,0.0,74.8,91.0,25.2,9.0,64,7.0,10.0,4.0,5.0,,0.0,32.0,,,,,0.0,47.0,22.0,25.3,69.4,36.5,81.1,25.3,69.3,36.5,80.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.960350891827,SHORT,-0.759036566367,LONG,-0.037362208565,SHORT,2007-01-22,-10364.94,824.96,-0.116057510079,-10364.94,30.59,-0.0109616905399,-0.750716242418,-0.750716242418,-10364.94,-1351.24,0.151765641876,0.520151406163,-10364.94,-7025.88
32,32,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-23,23.01.2007,232741,CME,0,232,127566,7079,105358,970,5375,6229,0,83391,3358,0,1282,2638,0,98097,118553,29469,9013,5921.0,-6687.0,4866.0,-32.0,441.0,912.0,0.0,12886.0,1932.0,-32.0,486.0,230.0,0.0,7062.0,7876.0,-1141.0,-1955.0,100,5.5,82.6,0.8,4.2,4.9,0.0,65.4,2.6,0.0,1.0,2.1,0.0,76.9,92.9,23.1,7.1,72,6.0,12.0,,5.0,,0.0,35.0,6.0,0.0,,,0.0,50.0,25.0,29.7,67.3,41.8,81.2,29.7,67.2,41.8,80.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.92258124013,SHORT,-0.874080596245,LONG,-0.0735953119614,SHORT,2007-01-29,1027.09,904.53,-0.115044029878,1027.09,1057.68,-0.0108660429318,-0.86458279896,-0.86458279896,1027.09,-324.15,0.147731798013,0.490306915482,1027.09,-5998.79
33,33,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-30,30.01.2007,232741,CME,0,232,116294,15420,90203,2765,4865,6472,0,65490,2346,717,573,2649,0,89830,105152,26464,11142,-11272.0,8341.0,-15155.0,1795.0,-510.0,243.0,0.0,-17901.0,-1012.0,717.0,-709.0,11.0,0.0,-8267.0,-13401.0,-3005.0,2129.0,100,13.3,77.6,2.4,4.2,5.6,0.0,56.3,2.0,0.6,0.5,2.3,0.0,77.2,90.4,22.8,9.6,60,9.0,9.0,4.0,4.0,,0.0,27.0,4.0,,,,0.0,44.0,22.0,29.5,67.9,40.7,81.0,29.5,67.8,40.5,79.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.930833185919,SHORT,-0.708018139988,LONG,-0.141748257917,SHORT,2007-02-05,740.08,627.29,0.166062456257,740.08,1797.76,0.0156634965638,-0.719108179691,-0.719108179691,740.08,415.93,0.152472576187,0.424262779689,740.08,-5258.71
34,34,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-06,06.02.2007,232741,CME,0,232,117781,18196,87564,3326,4655,6155,0,66444,7203,720,1567,2045,0,94908,107013,22873,10768,1487.0,2776.0,-2639.0,561.0,-210.0,-317.0,0.0,954.0,4857.0,3.0,994.0,-604.0,0.0,5078.0,1861.0,-3591.0,-374.0,100,15.4,74.3,2.8,4.0,5.2,0.0,56.4,6.1,0.6,1.3,1.7,0.0,80.6,90.9,19.4,9.1,64,9.0,8.0,4.0,4.0,,0.0,31.0,4.0,,,,0.0,49.0,21.0,29.7,65.5,40.7,80.0,29.5,65.4,40.5,79.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.804391217565,SHORT,-0.655900151286,LONG,-0.138760407031,SHORT,2007-02-12,965.12,-10479.58,0.052117988702,965.12,2762.88,0.00490994087795,-0.659120582251,-0.659120582251,965.12,1381.05,0.142380237629,0.290057454314,965.12,-4293.59
35,35,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-13,13.02.2007,232741,CME,0,232,115145,14702,89372,3217,4745,6405,19,66426,1094,34,1682,3199,0,90825,103340,24320,11805,-2636.0,-3494.0,1808.0,-109.0,90.0,250.0,19.0,-18.0,-6109.0,-686.0,115.0,1154.0,0.0,-4083.0,-3673.0,1447.0,1037.0,100,12.8,77.6,2.8,4.1,5.6,0.0,57.7,1.0,0.0,1.5,2.8,0.0,78.9,89.7,21.1,10.3,64,8.0,9.0,4.0,4.0,,,32.0,,,,4.0,0.0,48.0,22.0,28.3,68.0,39.3,81.4,28.3,67.9,39.1,79.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.96759478673,SHORT,-0.717470261545,LONG,-0.148878923767,SHORT,2007-02-19,803.29,-905.22,-0.061570110259,803.29,3566.17,-0.00581941991708,-0.713295000815,-0.713295000815,803.29,2184.34,0.134363826005,0.308429258795,803.29,-3490.3
36,36,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-20,20.02.2007,232741,CME,0,232,123639,13283,95149,3855,4787,6405,19,73481,3851,0,740,2816,0,96165,112095,27474,11544,8494.0,-1419.0,5777.0,638.0,42.0,0.0,0.0,7055.0,2757.0,-34.0,-942.0,-383.0,0.0,5340.0,8755.0,3154.0,-261.0,100,10.7,77.0,3.1,3.9,5.2,0.0,59.4,3.1,0.0,0.6,2.3,0.0,77.8,90.7,22.2,9.3,67,7.0,11.0,4.0,4.0,,,33.0,5.0,0.0,,,0.0,47.0,25.0,27.0,66.3,39.9,78.7,27.0,66.2,39.2,77.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.900403455232,SHORT,-0.754998524421,LONG,-0.144567548249,SHORT,2007-02-26,-17152.22,731.85,-0.037528262876,-17152.22,-13586.05,-0.00355046074625,-0.752317931797,-0.752317931797,-17152.22,-14967.88,0.126024578462,0.325215749672,-17152.22,-20642.52
37,37,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-27,27.02.2007,232741,CME,0,232,140036,10683,110965,3760,4317,6579,19,87951,4302,0,2169,2478,0,108899,128103,31137,11933,16397.0,-2600.0,15816.0,-95.0,-470.0,174.0,0.0,14470.0,451.0,0.0,1429.0,-338.0,0.0,12734.0,16008.0,3663.0,389.0,100,7.6,79.2,2.7,3.1,4.7,0.0,62.8,3.1,0.0,1.5,1.8,0.0,77.8,91.5,22.2,8.5,73,7.0,13.0,6.0,4.0,,,37.0,,0.0,,,0.0,55.0,25.0,29.8,61.0,40.9,77.9,29.8,60.9,40.9,76.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.906734740334,SHORT,-0.82436209391,LONG,-0.207599118943,SHORT,2007-03-05,1217.01,-4285.96,-0.069363569489,1217.01,-12369.04,-0.0065549308165,-0.818958457417,-0.818958457417,1217.01,-13750.87,0.121244207789,0.157148519471,1217.01,-19425.51
38,38,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-06,06.03.2007,232741,CME,0,232,120959,41394,80615,3210,2676,6424,0,43390,15551,1352,4485,3067,0,96507,110219,24452,10740,-19077.0,30711.0,-30350.0,-550.0,-1641.0,-155.0,-19.0,-44561.0,11249.0,1352.0,2316.0,589.0,0.0,-12392.0,-17884.0,-6685.0,-1193.0,100,34.2,66.6,2.7,2.2,5.3,0.0,35.9,12.9,1.1,3.7,2.5,0.0,79.8,91.1,20.2,8.9,61,11.0,8.0,6.0,,,0.0,28.0,4.0,,,,0.0,45.0,23.0,32.0,64.0,44.3,77.7,29.7,64.0,41.4,77.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.472319777405,SHORT,-0.321459892303,LONG,-0.411868131868,SHORT,2007-03-12,992.43,-7738.29,0.502902201607,992.43,-11376.61,0.0474528851717,-0.33671409166,-0.33671409166,992.43,-12758.44,0.234088979136,0.635164180695,992.43,-18433.08
39,39,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-13,13.03.2007,232741,CME,0,232,132184,37419,86046,15910,3009,6510,0,48768,4712,1990,3,4106,915,108014,120189,24170,11995,11225.0,-3975.0,5431.0,12700.0,333.0,86.0,0.0,5378.0,-10839.0,638.0,-4482.0,1039.0,915.0,11507.0,9970.0,-282.0,1255.0,100,28.3,65.1,12.0,2.3,4.9,0.0,36.9,3.6,1.5,0.0,3.1,0.7,81.7,90.9,18.3,9.1,61,11.0,8.0,6.0,,,0.0,26.0,6.0,,,4.0,,44.0,27.0,33.0,59.6,49.0,72.5,23.3,59.6,36.5,68.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.823784592371,SHORT,-0.393852508808,LONG,-0.367790734321,SHORT,2007-03-19,1247.8,854.62,-0.072392616505,1247.8,-10128.81,-0.00684079836637,-0.391158243209,-0.391158243209,1247.8,-11510.64,0.214447809044,0.632812825348,1247.8,-17185.28
40,40,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-20,20.03.2007,232741,CME,0,232,104097,1979,74642,373,2982,7673,0,68811,4962,1935,990,4037,0,77070,93622,27027,10475,-28087.0,-35440.0,-11404.0,-15537.0,-27.0,1163.0,0.0,20043.0,250.0,-55.0,987.0,-69.0,-915.0,-30944.0,-26567.0,2857.0,-1520.0,100,1.9,71.7,0.4,2.9,7.4,0.0,66.1,4.8,1.9,1.0,3.9,0.0,74.0,89.9,26.0,10.1,63,,14.0,4.0,,4.0,0.0,29.0,5.0,,,4.0,0.0,41.0,28.0,30.5,46.9,45.1,64.8,30.5,46.9,43.9,64.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.865479240372,SHORT,-0.948343143525,LONG,-0.440262787424,SHORT,2007-03-26,1116.78,271.76,-0.554490634717,1116.78,-9012.03,-0.0523389958315,-0.898707815689,-0.898707815689,1116.78,-10393.86,0.298038225523,0.691395585244,1116.78,-16068.5
41,41,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-27,27.03.2007,232741,CME,0,232,120220,2201,94527,310,3616,7673,0,84064,2082,1262,1897,3349,0,93350,109203,26870,11017,16123.0,222.0,19885.0,-63.0,634.0,0.0,0.0,15253.0,-2880.0,-673.0,907.0,-688.0,0.0,16280.0,15581.0,-157.0,542.0,100,1.8,78.6,0.3,3.0,6.4,0.0,69.9,1.7,1.0,1.6,2.8,0.0,77.6,90.8,22.4,9.2,76,,18.0,4.0,,4.0,0.0,38.0,,,,4.0,0.0,51.0,30.0,29.7,44.5,42.3,69.4,29.7,44.5,42.1,69.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.951663455065,SHORT,-0.954490943677,LONG,-0.359376384091,SHORT,2007-04-02,1278.44,1142.12,-0.006147800152,1278.44,-7733.59,-0.000588916753894,-0.953928827969,-0.953928827969,1278.44,-9115.42,0.269129324224,0.716341627167,1278.44,-14790.06
42,42,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-03,03.04.2007,232741,CME,0,232,121869,3423,94422,353,4921,7673,173,81760,1610,1290,1632,4835,0,93552,110356,28317,11513,1649.0,1222.0,-105.0,43.0,1305.0,0.0,173.0,-2304.0,-472.0,28.0,-265.0,1486.0,0.0,202.0,1153.0,1447.0,496.0,100,2.8,77.5,0.3,4.0,6.3,0.1,67.1,1.3,1.1,1.3,4.0,0.0,76.8,90.6,23.2,9.4,80,5.0,15.0,5.0,6.0,4.0,,40.0,,,,5.0,0.0,59.0,28.0,26.1,44.8,37.9,69.0,26.1,44.7,37.9,68.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.961376994123,SHORT,-0.930032193776,LONG,-0.21851675401,SHORT,2007-04-09,1275.37,-9109.57,0.024458749901,1275.37,-6458.22,0.0022995889139,-0.932170885498,-0.932170885498,1275.37,-7840.05,0.243665812251,0.686702124278,1275.37,-13514.69
43,43,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-10,10.04.2007,232741,CME,0,232,117562,3331,87852,564,5526,8052,223,75062,1810,1340,909,3588,0,86955,103429,30607,14133,-4307.0,-92.0,-6570.0,211.0,605.0,379.0,50.0,-6698.0,200.0,50.0,-723.0,-1247.0,0.0,-6597.0,-6927.0,2290.0,2620.0,100,2.8,74.7,0.5,4.7,6.8,0.2,63.8,1.5,1.1,0.8,3.1,0.0,74.0,88.0,26.0,12.0,74,5.0,15.0,6.0,6.0,4.0,,36.0,,,,4.0,0.0,56.0,26.0,26.9,43.3,36.7,65.3,26.9,43.3,36.7,64.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.952908731398,SHORT,-0.926938135398,LONG,-0.186036235086,SHORT,2007-04-16,1130.6,1061.55,0.003094058378,1130.6,-5327.62,0.000283287421311,-0.927200725312,-0.927200725312,1130.6,-6709.45,0.220906337829,0.699986149362,1130.6,-12384.09
44,44,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-17,17.04.2007,232741,CME,0,232,123468,3079,89452,989,4528,8023,223,84400,6496,259,485,5246,0,93963,110688,29505,12780,5906.0,-252.0,1600.0,425.0,-998.0,-29.0,0.0,9338.0,4686.0,-1081.0,-424.0,1658.0,0.0,7008.0,7259.0,-1102.0,-1353.0,100,2.5,72.4,0.8,3.7,6.5,0.2,68.4,5.3,0.2,0.4,4.2,0.0,76.1,89.6,23.9,10.4,76,4.0,15.0,5.0,5.0,4.0,,36.0,5.0,,,7.0,0.0,53.0,30.0,30.2,46.1,41.9,65.4,30.2,46.1,41.9,64.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.857067417708,SHORT,-0.933449330495,LONG,-0.278463867421,SHORT,2007-04-23,1209.53,1047.64,-0.006511195097,1209.53,-4118.09,-0.00062321230032,-0.932867593391,-0.932867593391,1209.53,-5499.92,0.200804749482,0.132410835127,0.0,-12384.09
45,45,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-24,24.04.2007,232741,CME,0,232,123137,6220,90165,1020,5046,8309,223,76414,4085,0,3599,6317,0,92522,110119,30615,13018,-331.0,3141.0,713.0,31.0,518.0,286.0,0.0,-7986.0,-2411.0,-259.0,3114.0,1071.0,0.0,-1441.0,-569.0,1110.0,238.0,100,5.1,73.2,0.8,4.1,6.7,0.2,62.1,3.3,0.0,2.9,5.1,0.0,75.1,89.4,24.9,10.6,79,5.0,15.0,5.0,5.0,4.0,,37.0,,0.0,4.0,6.0,0.0,57.0,28.0,24.0,43.2,34.0,64.9,24.0,43.2,34.0,64.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.898508056001,SHORT,-0.870934274005,LONG,-0.244327967054,SHORT,2007-04-30,1265.58,1154.67,0.06251505649,1265.58,-2852.51,0.00589116839892,-0.876065094478,-0.876065094478,1265.58,-4234.34,0.184842568092,0.221612322021,1265.58,-11118.51
