,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
22,22,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-14,14.11.2006,232741,CME,0,232,105229,1211,86792,623,769,1848,280,69343,5828,0,2483,879,0,74709,96250,30520,8979,-18262.0,-202.0,-12534.0,324.0,208.0,22.0,271.0,-20750.0,-4114.0,-14.0,26.0,-1697.0,0.0,-20137.0,-17742.0,1875.0,-520.0,100,1.2,82.5,0.6,0.7,1.8,0.3,65.9,5.5,0.0,2.4,0.8,0.0,71.0,91.5,29.0,8.5,60,,14.0,,,,,34.0,,0.0,,,0.0,44.0,20.0,30.8,57.8,40.8,78.4,30.8,57.2,40.8,77.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.844940203004,SHORT,-0.97247821097,LONG,-0.412304165075,SHORT,2006-11-20,790.14,-2389.36,0.043710633353,-2389.36,-9598.28,-0.00284308759967,0.84253796399,0.84253796399,-2389.36,-10559.94,0.117272608624,0.306823904337,-2389.36,-11735.88
23,23,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-21,21.11.2006,232741,CME,0,232,108253,1409,87307,427,1814,1840,280,72374,7084,0,1302,1289,0,77606,98227,30647,10026,3024.0,198.0,515.0,-196.0,1045.0,-8.0,0.0,3031.0,1256.0,0.0,-1181.0,410.0,0.0,2897.0,1977.0,127.0,1047.0,100,1.3,80.7,0.4,1.7,1.7,0.3,66.9,6.5,0.0,1.2,1.2,0.0,71.7,90.7,28.3,9.3,61,,14.0,,4.0,,,34.0,,0.0,,,0.0,45.0,20.0,26.9,60.2,38.9,78.8,26.9,59.9,38.9,78.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.82169196305,SHORT,-0.968235718472,LONG,-0.00711548987411,SHORT,2006-11-27,934.39,-5315.23,-0.023248239954,-5315.23,-14913.51,0.00132757887094,0.822782823939,0.822782823939,-5315.23,-15875.17,0.115976680672,0.175812305303,-5315.23,-17051.11
24,24,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-28,28.11.2006,232741,CME,0,232,123916,1559,100092,420,1833,1257,258,86929,9984,828,866,2000,0,92693,114839,31223,9077,15663.0,150.0,12785.0,-7.0,19.0,-583.0,-22.0,14555.0,2900.0,828.0,-436.0,711.0,0.0,15087.0,16612.0,576.0,-949.0,100,1.3,80.8,0.3,1.5,1.0,0.2,70.2,8.1,0.7,0.7,1.6,0.0,74.8,92.7,25.2,7.3,70,,16.0,,4.0,,,38.0,,,,,0.0,48.0,28.0,29.7,58.6,41.7,77.6,29.7,58.3,41.7,77.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.793959530713,SHORT,-0.969326420793,LONG,0.18640776699,LONG,2006-12-04,1018.36,909.15,-0.027732432337,909.15,-14004.36,0.00160688570357,0.795235332932,0.795235332932,909.15,-14966.02,0.116581089937,0.132531970727,909.15,-16141.96
25,25,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-05,05.12.2006,232741,CME,0,232,129455,1147,105865,1192,1590,1857,309,87404,8240,684,3438,4050,0,95764,122197,33691,7258,5539.0,-412.0,5773.0,772.0,-243.0,600.0,51.0,475.0,-1744.0,-144.0,2572.0,2050.0,0.0,3071.0,7358.0,2468.0,-1819.0,100,0.9,81.8,0.9,1.2,1.4,0.2,67.5,6.4,0.5,2.7,3.1,0.0,74.0,94.4,26.0,5.6,73,,17.0,,,,,39.0,,,,4.0,0.0,50.0,28.0,28.3,58.3,37.8,77.5,28.3,58.3,37.8,76.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.82769436661,SHORT,-0.978563151796,LONG,-0.0774586597041,SHORT,2006-12-11,1154.56,1050.67,0.033734835897,1050.67,-12953.69,-0.0022217252333,0.82585545715,0.82585545715,1050.67,-13915.35,0.115820863042,0.126303465976,1050.67,-15091.29
26,26,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-12,12.12.2006,232741,CME,0,232,170902,4883,108342,36658,1290,1482,309,91279,8630,1389,979,3792,573,137360,161175,33542,9727,41447.0,3736.0,2477.0,35466.0,-300.0,-375.0,0.0,3875.0,390.0,705.0,-2459.0,-258.0,573.0,41596.0,38978.0,-149.0,2469.0,100,2.9,63.4,21.4,0.8,0.9,0.2,53.4,5.0,0.8,0.6,2.2,0.3,80.4,94.3,19.6,5.7,71,,14.0,7.0,,,,40.0,,,,4.0,,54.0,29.0,32.4,59.1,43.8,78.1,20.2,45.4,28.8,60.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.82724279094,SHORT,-0.91374696401,LONG,-0.0692640692641,SHORT,2006-12-18,1284.88,1181.4,-0.00045157567,1181.4,-11772.29,-9.23566607546e-05,0.827166389558,0.827166389558,1181.4,-12733.95,0.114060569048,0.161916264193,1181.4,-13909.89
27,27,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-19,19.12.2006,232741,CME,0,232,129934,863,115843,599,2112,4401,303,94063,500,138,1480,2460,0,99558,124244,30376,5690,-40968.0,-4020.0,7501.0,-36059.0,822.0,2919.0,-6.0,2784.0,-8130.0,-1251.0,501.0,-1332.0,-573.0,-37802.0,-36931.0,-3166.0,-4037.0,100,0.7,89.2,0.5,1.6,3.4,0.2,72.4,0.4,0.1,1.1,1.9,0.0,76.6,95.6,23.4,4.4,60,,12.0,,,,,36.0,,,,,0.0,42.0,21.0,31.6,65.3,44.0,81.6,31.6,65.3,44.0,81.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.989425039392,SHORT,-0.985210700392,LONG,-0.351450944265,SHORT,2006-12-25,729.64,114.73,0.162182248452,114.73,-11657.56,-0.0102223275482,0.979310812555,0.979310812555,114.73,-12619.22,0.161524774095,0.360873010585,114.73,-13795.16
28,28,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-26,26.12.2006,232741,CME,0,232,128732,1322,114725,420,2756,4401,288,91962,1011,0,2743,1693,0,99491,122538,29241,6194,-1202.0,459.0,-1118.0,-179.0,644.0,0.0,-15.0,-2101.0,511.0,-138.0,1263.0,-767.0,0.0,-67.0,-1706.0,-1135.0,504.0,100,1.0,89.1,0.3,2.1,3.4,0.2,71.4,0.8,0.0,2.1,1.3,0.0,77.3,95.2,22.7,4.8,64,,12.0,,,,,37.0,,0.0,,,0.0,46.0,20.0,30.2,65.3,43.1,81.9,30.2,65.3,43.1,81.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.978251750508,SHORT,-0.977216127948,LONG,-0.229844907084,SHORT,2007-01-01,-3145.53,701.48,-0.011173288884,701.48,-10956.08,0.000575466550728,0.978814701669,0.978814701669,701.48,-11917.74,0.116382113848,0.367285106579,701.48,-13093.68
29,29,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-03,03.01.2007,232741,CME,0,232,132225,1804,115699,477,4431,4401,0,93560,1038,0,2196,2636,0,102468,124251,29757,7974,3493.0,482.0,974.0,57.0,1675.0,0.0,-288.0,1598.0,27.0,0.0,-547.0,943.0,0.0,2977.0,1713.0,516.0,1780.0,100,1.4,87.5,0.4,3.4,3.3,0.0,70.8,0.8,0.0,1.7,2.0,0.0,77.5,94.0,22.5,6.0,71,,14.0,,5.0,,0.0,37.0,,0.0,4.0,,0.0,50.0,22.0,31.6,64.2,43.2,79.7,31.6,64.2,43.2,79.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.978054504324,SHORT,-0.969294400994,LONG,0.00339673913043,LONG,2007-01-08,920.08,827.18,-0.000197246184,827.18,-10128.9,-0.000108198078141,0.977948680706,0.977948680706,827.18,-11090.56,0.114071431957,0.378067172484,827.18,-12266.5
30,30,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-09,09.01.2007,232741,CME,0,232,116268,20081,92411,1923,4722,4405,0,59948,4693,771,2147,3072,0,89592,107275,26676,8993,-15957.0,18277.0,-23288.0,1446.0,291.0,4.0,0.0,-33612.0,3655.0,771.0,-49.0,436.0,0.0,-12876.0,-16976.0,-3081.0,1019.0,100,17.3,79.5,1.7,4.1,3.8,0.0,51.6,4.0,0.7,1.8,2.6,0.0,77.1,92.3,22.9,7.7,66,8.0,10.0,4.0,5.0,,0.0,31.0,4.0,,,,0.0,49.0,23.0,25.8,66.4,38.5,78.5,25.8,66.4,38.4,77.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.854798038397,SHORT,-0.642979056288,LONG,0.0347321135094,LONG,2007-01-15,951.5,859.17,-0.123256465927,859.17,-9269.73,0.00755678994113,0.861257567615,0.861257567615,859.17,-10231.39,0.147970675084,0.381709895673,859.17,-11407.33
31,31,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-16,16.01.2007,232741,CME,0,232,121645,13766,100492,1002,4934,5317,0,70505,1426,32,796,2408,0,91035,110677,30610,10968,5377.0,-6315.0,8081.0,-921.0,212.0,912.0,0.0,10557.0,-3267.0,-739.0,-1351.0,-664.0,0.0,1443.0,3402.0,3934.0,1975.0,100,11.3,82.6,0.8,4.1,4.4,0.0,58.0,1.2,0.0,0.7,2.0,0.0,74.8,91.0,25.2,9.0,64,7.0,10.0,4.0,5.0,,0.0,32.0,,,,,0.0,47.0,22.0,25.3,69.4,36.5,81.1,25.3,69.3,36.5,80.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.960350891827,SHORT,-0.759036566367,LONG,-0.037362208565,SHORT,2007-01-22,-10364.94,824.96,0.10555285343,824.96,-8444.77,-0.00669505315711,0.953921291557,0.953921291557,824.96,-9406.43,0.136367285092,0.337923781229,824.96,-10582.37
32,32,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-23,23.01.2007,232741,CME,0,232,127566,7079,105358,970,5375,6229,0,83391,3358,0,1282,2638,0,98097,118553,29469,9013,5921.0,-6687.0,4866.0,-32.0,441.0,912.0,0.0,12886.0,1932.0,-32.0,486.0,230.0,0.0,7062.0,7876.0,-1141.0,-1955.0,100,5.5,82.6,0.8,4.2,4.9,0.0,65.4,2.6,0.0,1.0,2.1,0.0,76.9,92.9,23.1,7.1,72,6.0,12.0,,5.0,,0.0,35.0,6.0,0.0,,,0.0,50.0,25.0,29.7,67.3,41.8,81.2,29.7,67.2,41.8,80.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.92258124013,SHORT,-0.874080596245,LONG,-0.0735953119614,SHORT,2007-01-29,1027.09,904.53,-0.037769651697,904.53,-7540.24,0.00223207385527,0.924640509595,0.924640509595,904.53,-8501.9,0.119031813273,0.322359082782,904.53,-9677.84
33,33,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-30,30.01.2007,232741,CME,0,232,116294,15420,90203,2765,4865,6472,0,65490,2346,717,573,2649,0,89830,105152,26464,11142,-11272.0,8341.0,-15155.0,1795.0,-510.0,243.0,0.0,-17901.0,-1012.0,717.0,-709.0,11.0,0.0,-8267.0,-13401.0,-3005.0,2129.0,100,13.3,77.6,2.4,4.2,5.6,0.0,56.3,2.0,0.6,0.5,2.3,0.0,77.2,90.4,22.8,9.6,60,9.0,9.0,4.0,4.0,,0.0,27.0,4.0,,,,0.0,44.0,22.0,29.5,67.9,40.7,81.0,29.5,67.8,40.5,79.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.930833185919,SHORT,-0.708018139988,LONG,-0.141748257917,SHORT,2007-02-05,740.08,627.29,0.008251945789,627.29,-6912.95,-0.000634472788648,0.930242597592,0.930242597592,627.29,-7874.61,0.11408975864,0.313753060261,627.29,-9050.55
34,34,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-06,06.02.2007,232741,CME,0,232,117781,18196,87564,3326,4655,6155,0,66444,7203,720,1567,2045,0,94908,107013,22873,10768,1487.0,2776.0,-2639.0,561.0,-210.0,-317.0,0.0,954.0,4857.0,3.0,994.0,-604.0,0.0,5078.0,1861.0,-3591.0,-374.0,100,15.4,74.3,2.8,4.0,5.2,0.0,56.4,6.1,0.6,1.3,1.7,0.0,80.6,90.9,19.4,9.1,64,9.0,8.0,4.0,4.0,,0.0,31.0,4.0,,,,0.0,49.0,21.0,29.7,65.5,40.7,80.0,29.5,65.4,40.5,79.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.804391217565,SHORT,-0.655900151286,LONG,-0.138760407031,SHORT,2007-02-12,965.12,-10479.58,-0.126441968354,-10479.58,-17392.53,0.00775520528936,0.81062943659,0.81062943659,-10479.58,-18354.19,0.149470228865,0.316821886456,-10479.58,-19530.13
35,35,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-13,13.02.2007,232741,CME,0,232,115145,14702,89372,3217,4745,6405,19,66426,1094,34,1682,3199,0,90825,103340,24320,11805,-2636.0,-3494.0,1808.0,-109.0,90.0,250.0,19.0,-18.0,-6109.0,-686.0,115.0,1154.0,0.0,-4083.0,-3673.0,1447.0,1037.0,100,12.8,77.6,2.8,4.1,5.6,0.0,57.7,1.0,0.0,1.5,2.8,0.0,78.9,89.7,21.1,10.3,64,8.0,9.0,4.0,4.0,,,32.0,,,,4.0,0.0,48.0,22.0,28.3,68.0,39.3,81.4,28.3,67.9,39.1,79.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.96759478673,SHORT,-0.717470261545,LONG,-0.148878923767,SHORT,2007-02-19,803.29,-905.22,0.163203569165,-905.22,-18297.75,-0.0102859425381,0.957642162354,0.957642162354,-905.22,-19259.41,0.162966461136,0.362557898446,-905.22,-20435.35
36,36,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-20,20.02.2007,232741,CME,0,232,123639,13283,95149,3855,4787,6405,19,73481,3851,0,740,2816,0,96165,112095,27474,11544,8494.0,-1419.0,5777.0,638.0,42.0,0.0,0.0,7055.0,2757.0,-34.0,-942.0,-383.0,0.0,5340.0,8755.0,3154.0,-261.0,100,10.7,77.0,3.1,3.9,5.2,0.0,59.4,3.1,0.0,0.6,2.3,0.0,77.8,90.7,22.2,9.3,67,7.0,11.0,4.0,4.0,,,33.0,5.0,0.0,,,0.0,47.0,25.0,27.0,66.3,39.9,78.7,27.0,66.2,39.2,77.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.900403455232,SHORT,-0.754998524421,LONG,-0.144567548249,SHORT,2007-02-26,-17152.22,731.85,-0.067191331498,731.85,-17565.9,0.0040646616423,0.904063290619,0.904063290619,731.85,-18527.56,0.127504563313,0.350197941383,731.85,-19703.5
37,37,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-27,27.02.2007,232741,CME,0,232,140036,10683,110965,3760,4317,6579,19,87951,4302,0,2169,2478,0,108899,128103,31137,11933,16397.0,-2600.0,15816.0,-95.0,-470.0,174.0,0.0,14470.0,451.0,0.0,1429.0,-338.0,0.0,12734.0,16008.0,3663.0,389.0,100,7.6,79.2,2.7,3.1,4.7,0.0,62.8,3.1,0.0,1.5,1.8,0.0,77.8,91.5,22.2,8.5,73,7.0,13.0,6.0,4.0,,,37.0,,0.0,,,0.0,55.0,25.0,29.8,61.0,40.9,77.9,29.8,60.9,40.9,76.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.906734740334,SHORT,-0.82436209391,LONG,-0.207599118943,SHORT,2007-03-05,1217.01,-4285.96,0.006331285102,-4285.96,-21851.86,-0.000514840621423,0.906267916457,0.906267916457,-4285.96,-22813.52,0.114365920843,0.35220906267,-4285.96,-23989.46
38,38,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-06,06.03.2007,232741,CME,0,232,120959,41394,80615,3210,2676,6424,0,43390,15551,1352,4485,3067,0,96507,110219,24452,10740,-19077.0,30711.0,-30350.0,-550.0,-1641.0,-155.0,-19.0,-44561.0,11249.0,1352.0,2316.0,589.0,0.0,-12392.0,-17884.0,-6685.0,-1193.0,100,34.2,66.6,2.7,2.2,5.3,0.0,35.9,12.9,1.1,3.7,2.5,0.0,79.8,91.1,20.2,8.9,61,11.0,8.0,6.0,,,0.0,28.0,4.0,,,,0.0,45.0,23.0,32.0,64.0,44.3,77.7,29.7,64.0,41.4,77.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.472319777405,SHORT,-0.321459892303,LONG,-0.411868131868,SHORT,2007-03-12,992.43,-7738.29,-0.434414962929,-7738.29,-29590.15,0.0269379151961,0.485043087514,0.485043087514,-7738.29,-30551.81,0.341769971753,0.583901188192,-7738.29,-31727.75
39,39,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-13,13.03.2007,232741,CME,0,232,132184,37419,86046,15910,3009,6510,0,48768,4712,1990,3,4106,915,108014,120189,24170,11995,11225.0,-3975.0,5431.0,12700.0,333.0,86.0,0.0,5378.0,-10839.0,638.0,-4482.0,1039.0,915.0,11507.0,9970.0,-282.0,1255.0,100,28.3,65.1,12.0,2.3,4.9,0.0,36.9,3.6,1.5,0.0,3.1,0.7,81.7,90.9,18.3,9.1,61,11.0,8.0,6.0,,,0.0,26.0,6.0,,,4.0,,44.0,27.0,33.0,59.6,49.0,72.5,23.3,59.6,36.5,68.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.823784592371,SHORT,-0.393852508808,LONG,-0.367790734321,SHORT,2007-03-19,1247.8,854.62,0.351464814966,854.62,-28735.53,-0.0220121683063,0.805651307276,0.805651307276,854.62,-29697.19,0.2834056011,0.615122837769,854.62,-30873.13
40,40,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-20,20.03.2007,232741,CME,0,232,104097,1979,74642,373,2982,7673,0,68811,4962,1935,990,4037,0,77070,93622,27027,10475,-28087.0,-35440.0,-11404.0,-15537.0,-27.0,1163.0,0.0,20043.0,250.0,-55.0,987.0,-69.0,-915.0,-30944.0,-26567.0,2857.0,-1520.0,100,1.9,71.7,0.4,2.9,7.4,0.0,66.1,4.8,1.9,1.0,3.9,0.0,74.0,89.9,26.0,10.1,63,,14.0,4.0,,4.0,0.0,29.0,5.0,,,4.0,0.0,41.0,28.0,30.5,46.9,45.1,64.8,30.5,46.9,43.9,64.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.865479240372,SHORT,-0.948343143525,LONG,-0.440262787424,SHORT,2007-03-26,1116.78,271.76,0.041694648001,271.76,-28463.77,-0.00271751794628,0.863127285004,0.863127285004,271.76,-29425.43,0.125713653089,0.624246912127,271.76,-30601.37
41,41,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-27,27.03.2007,232741,CME,0,232,120220,2201,94527,310,3616,7673,0,84064,2082,1262,1897,3349,0,93350,109203,26870,11017,16123.0,222.0,19885.0,-63.0,634.0,0.0,0.0,15253.0,-2880.0,-673.0,907.0,-688.0,0.0,16280.0,15581.0,-157.0,542.0,100,1.8,78.6,0.3,3.0,6.4,0.0,69.9,1.7,1.0,1.6,2.8,0.0,77.6,90.8,22.4,9.2,76,,18.0,4.0,,4.0,0.0,38.0,,,,4.0,0.0,51.0,30.0,29.7,44.5,42.3,69.4,29.7,44.5,42.1,69.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.951663455065,SHORT,-0.954490943677,LONG,-0.359376384091,SHORT,2007-04-02,1278.44,1142.12,0.086184214693,1142.12,-27321.65,-0.00548863900806,0.946440117903,0.946440117903,1142.12,-28283.31,0.128576915125,0.591076750859,1142.12,-29459.25
42,42,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-03,03.04.2007,232741,CME,0,232,121869,3423,94422,353,4921,7673,173,81760,1610,1290,1632,4835,0,93552,110356,28317,11513,1649.0,1222.0,-105.0,43.0,1305.0,0.0,173.0,-2304.0,-472.0,28.0,-265.0,1486.0,0.0,202.0,1153.0,1447.0,496.0,100,2.8,77.5,0.3,4.0,6.3,0.1,67.1,1.3,1.1,1.3,4.0,0.0,76.8,90.6,23.2,9.4,80,5.0,15.0,5.0,6.0,4.0,,40.0,,,,5.0,0.0,59.0,28.0,26.1,44.8,37.9,69.0,26.1,44.7,37.9,68.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.961376994123,SHORT,-0.930032193776,LONG,-0.21851675401,SHORT,2007-04-09,1275.37,-9109.57,0.009713539058,-9109.57,-36431.22,-0.000725511029581,0.96067950451,0.96067950451,-9109.57,-37392.88,0.114439985715,0.530288253178,-9109.57,-38568.82
43,43,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-10,10.04.2007,232741,CME,0,232,117562,3331,87852,564,5526,8052,223,75062,1810,1340,909,3588,0,86955,103429,30607,14133,-4307.0,-92.0,-6570.0,211.0,605.0,379.0,50.0,-6698.0,200.0,50.0,-723.0,-1247.0,0.0,-6597.0,-6927.0,2290.0,2620.0,100,2.8,74.7,0.5,4.7,6.8,0.2,63.8,1.5,1.1,0.8,3.1,0.0,74.0,88.0,26.0,12.0,74,5.0,15.0,6.0,6.0,4.0,,36.0,,,,4.0,0.0,56.0,26.0,26.9,43.3,36.7,65.3,26.9,43.3,36.7,64.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.952908731398,SHORT,-0.926938135398,LONG,-0.186036235086,SHORT,2007-04-16,1130.6,1061.55,-0.008468262725,1061.55,-35369.67,0.000406978621552,0.95329654488,0.95329654488,1061.55,-36331.33,0.114400433225,0.256550507101,1061.55,-37507.27
44,44,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-17,17.04.2007,232741,CME,0,232,123468,3079,89452,989,4528,8023,223,84400,6496,259,485,5246,0,93963,110688,29505,12780,5906.0,-252.0,1600.0,425.0,-998.0,-29.0,0.0,9338.0,4686.0,-1081.0,-424.0,1658.0,0.0,7008.0,7259.0,-1102.0,-1353.0,100,2.5,72.4,0.8,3.7,6.5,0.2,68.4,5.3,0.2,0.4,4.2,0.0,76.1,89.6,23.9,10.4,76,4.0,15.0,5.0,5.0,4.0,,36.0,5.0,,,7.0,0.0,53.0,30.0,30.2,46.1,41.9,65.4,30.2,46.1,41.9,64.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.857067417708,SHORT,-0.933449330495,LONG,-0.278463867421,SHORT,2007-04-23,1209.53,1047.64,-0.09584131369,1047.64,-34322.03,0.00584918271038,0.862080561629,0.862080561629,1047.64,-35283.69,0.136050728909,0.292519391636,1047.64,-36459.63
45,45,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-24,24.04.2007,232741,CME,0,232,123137,6220,90165,1020,5046,8309,223,76414,4085,0,3599,6317,0,92522,110119,30615,13018,-331.0,3141.0,713.0,31.0,518.0,286.0,0.0,-7986.0,-2411.0,-259.0,3114.0,1071.0,0.0,-1441.0,-569.0,1110.0,238.0,100,5.1,73.2,0.8,4.1,6.7,0.2,62.1,3.3,0.0,2.9,5.1,0.0,75.1,89.4,24.9,10.6,79,5.0,15.0,5.0,5.0,4.0,,37.0,,0.0,4.0,6.0,0.0,57.0,28.0,24.0,43.2,34.0,64.9,24.0,43.2,34.0,64.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.898508056001,SHORT,-0.870934274005,LONG,-0.244327967054,SHORT,2007-04-30,1265.58,1154.67,0.041440638293,1154.67,-33167.36,-0.0027016964469,0.896080559979,0.896080559979,1154.67,-34129.02,0.117615677375,0.271651022942,1154.67,-35304.96
